filename,label_name,existence,dice,recall,precision
00115.nii.gz,HCC, "1",0.8022433612032618,0.7640858921257838,0.8444122242423777
00115.nii.gz,cyst, "1",0.8830890875139148,0.9684823486225117,0.8115342888869035
00115.nii.gz,angioma, "0", "", "", ""
00119.nii.gz,HCC, "1",0.8774953113186241,0.8337998469835227,0.926023791759927
00119.nii.gz,cyst, "1",0.7656868275357777,0.950535314133953,0.6410276143367871
00119.nii.gz,angioma, "0", "", "", ""
00121.nii.gz,HCC, "1",0.9150990169216544,0.9329285078131325,0.8979382361454368
00121.nii.gz,cyst, "1",0.8779691694148324,0.898693077266076,0.8581795065548798
00121.nii.gz,angioma, "0", "", "", ""
00124.nii.gz,HCC, "1",0.9583959843080506,0.990338785046729,0.9284493899634197
00124.nii.gz,cyst, "1",0.0,0.0,0.0
00124.nii.gz,angioma, "0", "", "", ""
00126.nii.gz,HCC, "1",0.9701197737796231,0.9874916083162021,0.9533485793346161
00126.nii.gz,cyst, "1",0.5311768461374761,0.37596023497514686,0.9046756071040232
00126.nii.gz,angioma, "0", "", "", ""
00127.nii.gz,HCC, "1",0.9557727945830911,0.9781785349952511,0.934370502287708
00127.nii.gz,cyst, "1",0.0,0.0,0.0
00127.nii.gz,angioma, "0", "", "", ""
00134.nii.gz,HCC, "1",0.94081035194557,0.9487716172335509,0.9329815828770532
00134.nii.gz,cyst, "1",0.7969571205066469,0.9057495741056218,0.7114969639183018
00134.nii.gz,angioma, "0", "", "", ""
00135.nii.gz,HCC, "1",0.9590471971764571,0.9826563360155546,0.9365459000563738
00135.nii.gz,cyst, "1",0.768218147625764,0.9315849486887116,0.6536
00135.nii.gz,angioma, "1",0.539970985721921,0.5274463007159904,0.5531049585484124
00136.nii.gz,HCC, "1",0.8044964605104237,0.7282775240617051,0.8985338150698221
00136.nii.gz,cyst, "1",0.9122797909926273,0.984112705369795,0.8502200457852015
00136.nii.gz,angioma, "1",0.0,0.0,0.0
00138.nii.gz,HCC, "1",0.8649119406779447,0.852147604404325,0.8780644864541649
00138.nii.gz,cyst, "1",0.8497714034962701,0.9876463562417722,0.7456754693136042
00138.nii.gz,angioma, "1",0.018931710615280595,0.06222222222222222,0.011164274322169059
00140.nii.gz,HCC, "1",0.9675845443265537,0.9805018067179182,0.9550032039501289
00140.nii.gz,cyst, "1",0.4083954867087397,0.41627680311890836,0.40080705705705705
00140.nii.gz,angioma, "0", "", "", ""
00142.nii.gz,HCC, "1",0.9580294381725576,0.9903808631858269,0.9277247163140937
00142.nii.gz,cyst, "1",0.871955984869799,0.8174970691676436,0.9341884921963963
00142.nii.gz,angioma, "1",0.0,0.0,0.0
00145.nii.gz,HCC, "1",0.8999175516996021,0.9138687749936918,0.8863858852845637
00145.nii.gz,cyst, "1",0.9062215132178669,0.8874251732829238,0.9258313246411746
00145.nii.gz,angioma, "1",0.07299663299663299,0.2720883534136546,0.04215274537253072
00146.nii.gz,HCC, "1",0.9646015206983948,0.9808116316008442,0.9489185150420356
00146.nii.gz,cyst, "1",0.49627055825804955,0.3323405311491685,0.9793380874017188
00146.nii.gz,angioma, "1",0.006329113924050633,0.0038314176245210726,0.01818181818181818
00147.nii.gz,HCC, "1",0.9361680480511033,0.9792102162593592,0.8967504803274581
00147.nii.gz,cyst, "1",0.9121256126338718,0.9375862969735418,0.8880111688403493
00147.nii.gz,angioma, "1",0.0,0.0,0.0
00149.nii.gz,HCC, "1",0.9613853725462044,0.9789125720489378,0.944474773727585
00149.nii.gz,cyst, "1",0.729662961002294,0.9273379681542947,0.6014545454545455
00149.nii.gz,angioma, "1",0.2503919372900336,0.4401574803149606,0.17496087636932708
00150.nii.gz,HCC, "1",0.9716110418222101,0.9939626759731136,0.9502425593287007
00150.nii.gz,cyst, "1",0.3056724457162094,0.18236593693512754,0.9438669438669439
00150.nii.gz,angioma, "0", "", "", ""
00151.nii.gz,HCC, "1",0.9149015441486807,0.9186692230802055,0.9111646432671235
00151.nii.gz,cyst, "1",0.49859530922265305,0.5493431188548699,0.45643066610808547
00151.nii.gz,angioma, "1",0.5823711859177344,0.6482827187274042,0.5286253353379912
00152.nii.gz,HCC, "1",0.8618572592933839,0.8740885831989326,0.8499635229412305
00152.nii.gz,cyst, "1",0.8427119707186103,0.8603457970199606,0.8257864793757637
00152.nii.gz,angioma, "1",0.0,0.0,0.0
00154.nii.gz,HCC, "1",0.9698737732425027,0.9935039775771815,0.9473415293673751
00154.nii.gz,cyst, "1",0.14263404476834982,0.07775255391600454,0.8616352201257862
00154.nii.gz,angioma, "1",0.37861915367483295,0.31569173630454966,0.4728789986091794
00157.nii.gz,HCC, "1",0.939144858454061,0.9485004928658907,0.9299719819591151
00157.nii.gz,cyst, "1",0.5233312787788695,0.6732276119402985,0.4280291797639523
00157.nii.gz,angioma, "1",0.7894568241616245,0.7723300116201275,0.8073604546726151
00159.nii.gz,HCC, "1",0.03459449845202959,0.017861857587271705,0.547212941797081
00159.nii.gz,cyst, "0", "", "", ""
00159.nii.gz,angioma, "1",0.07397308573779161,0.039984245165552816,0.4933375137168835
